team_name_complet,team_name,year,week,weekly_attendance,team,wins,loss,points_for,points_against,points_differential,playoffs,sb_winner
Buffalo Bills,Bills,2002,15,61838.0,Buffalo,8,8,379,397,-18,No Playoffs,No Superbowl
Buffalo Bills,Bills,2002,16,64106.0,Buffalo,8,8,379,397,-18,No Playoffs,No Superbowl
Buffalo Bills,Bills,2002,17,47850.0,Buffalo,8,8,379,397,-18,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,1,70386.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,2,71951.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,3,63945.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,4,63329.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,5,72286.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,6,61773.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,7,68056.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,8,72892.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,9,,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,10,72566.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,11,65527.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,12,72533.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,13,72718.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,14,66799.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,15,58586.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,16,72602.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Carolina Panthers,Panthers,2002,17,66946.0,Carolina,7,9,258,302,-44,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,1,63226.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,2,68081.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,3,63216.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,4,72780.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,5,63226.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,6,,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,7,60421.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,8,64122.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,9,54049.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,10,63105.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,11,66250.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,12,62375.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,13,64196.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,14,73609.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,15,62226.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,16,72602.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Chicago Bears,Bears,2002,17,55832.0,Chicago,4,12,281,379,-98,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,1,53705.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,2,73358.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,3,68129.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,4,57234.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,5,56570.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,6,63900.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,7,,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,8,52822.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,9,69827.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,10,69024.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,11,64060.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,12,60473.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,13,44878.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,14,66799.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,15,42092.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,16,43544.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cincinnati Bengals,Bengals,2002,17,47850.0,Cincinnati,2,14,279,456,-177,No Playoffs,No Superbowl
Cleveland Browns,Browns,2002,1,72938.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,2,73358.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,3,68804.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,4,62864.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,5,73688.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,6,65627.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,7,73248.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,8,78502.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,9,73718.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,10,,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,11,64060.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,12,68295.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,13,72718.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,14,46267.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,15,73098.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,16,69348.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Cleveland Browns,Browns,2002,17,73528.0,Cleveland,9,7,344,320,24,Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,1,69604.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,2,62527.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,3,65537.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,4,66165.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,5,63447.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,6,61773.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,7,59702.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,8,63854.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,9,61789.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,10,,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,11,57057.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,12,62204.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,13,63606.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,14,64097.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,15,78698.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,16,63209.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Dallas Cowboys,Cowboys,2002,17,84142.0,Dallas,5,11,217,329,-112,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,1,75710.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,2,67685.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,3,75359.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,4,69538.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,5,75065.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,6,75941.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,7,78446.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,8,68436.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,9,,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,10,76643.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,11,65495.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,12,75075.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,13,66357.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,14,78521.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,15,75947.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,16,62592.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Denver Broncos,Broncos,2002,17,75164.0,Denver,9,7,392,344,48,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,1,72216.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,2,71951.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,3,61505.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,4,60023.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,5,,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,6,64013.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,7,60421.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,8,72710.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,9,61789.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,10,63313.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,11,61720.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,12,62375.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,13,62109.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,14,28640.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,15,61942.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,16,69307.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Detroit Lions,Lions,2002,17,60233.0,Detroit,3,13,306,451,-145,No Playoffs,No Superbowl
Green Bay Packers,Packers,2002,1,63127.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,2,67958.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,3,61505.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,4,63329.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,5,63226.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,6,68436.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,7,63363.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,8,,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,9,63284.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,10,63313.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,11,64153.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,12,65672.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,13,64196.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,14,64070.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,15,67947.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,16,64106.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Green Bay Packers,Packers,2002,17,78733.0,Green Bay,12,4,398,328,70,Playoffs,No Superbowl
Houston Texans,Texans,2002,1,69604.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,2,56098.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,3,69204.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,4,64867.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,5,,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,6,70120.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,7,73248.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,8,53721.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,9,69827.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,10,68804.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,11,69711.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,12,70054.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,13,56820.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,14,58551.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,15,70108.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,16,70291.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Houston Texans,Texans,2002,17,70694.0,Houston,4,12,213,356,-143,No Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,1,56595.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,2,56650.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,3,69204.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,4,,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,5,56570.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,6,56174.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,7,62800.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,8,80169.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,9,56752.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,10,65660.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,11,57057.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,12,75075.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,13,56820.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,14,68804.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,15,73098.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,16,56579.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Indianapolis Colts,Colts,2002,17,56755.0,Indianapolis,10,6,349,313,36,Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,1,56595.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,2,77934.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,3,,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,4,55670.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,5,65005.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,6,68804.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,7,69173.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,8,53721.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,9,78337.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,10,66665.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,11,69711.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,12,62204.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,13,55260.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,14,46267.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,15,42092.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,16,51033.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Jacksonville Jaguars,Jaguars,2002,17,56755.0,Jacksonville,6,10,328,315,13,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,1,72938.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,2,77934.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,3,68436.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,4,78178.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,5,78149.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,6,58995.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,7,78446.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,8,78685.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,9,,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,10,67881.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,11,77951.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,12,56250.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,13,77809.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,14,78601.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,15,75947.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,16,77899.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Kansas City Chiefs,Chiefs,2002,17,62078.0,Kansas City,8,8,467,399,68,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,1,72216.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,2,56650.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,3,73426.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,4,78178.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,5,73369.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,6,75941.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,7,73180.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,8,,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,9,63284.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,10,78920.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,11,73013.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,12,73138.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,13,73287.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,14,73609.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,15,73572.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,16,64285.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Miami Dolphins,Dolphins,2002,17,68436.0,Miami,9,7,378,301,77,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,1,63226.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,2,64047.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,3,63945.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,4,65212.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,5,,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,6,64013.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,7,78516.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,8,64122.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,9,65667.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,10,64005.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,11,64153.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,12,68436.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,13,63947.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,14,64070.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,15,67851.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,16,64285.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
Minnesota Vikings,Vikings,2002,17,60233.0,Minnesota,6,10,390,442,-52,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,1,68436.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,2,78726.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,3,68436.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,4,66463.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,5,73369.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,6,68436.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,7,,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,8,68436.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,9,73448.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,10,63105.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,11,62552.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,12,68436.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,13,62109.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,14,68436.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,15,68809.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,16,68436.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New England Patriots,Patriots,2002,17,68436.0,New England,9,7,381,346,35,No Playoffs,No Superbowl
New Orleans Saints,Saints,2002,1,65554.0,New Orleans,9,7,432,388,44,No Playoffs,No Superbowl
New Orleans Saints,Saints,2002,2,67958.0,New Orleans,9,7,432,388,44,No Playoffs,No Superbowl
